X,Y,Year of construction,Living area,Year of reconstruction,Land area,Evaluation,Sales price,No. of toilets and baths,Jordstykke_id,BFEnummer,Kommunekode,Ejendomsnummer,Salgsdato,Distance to coast,Sales price of the neighborhood,Distance to railroad,Distance to stream,Distance to windturbines,Distance to forest,Distance to motorway,Distance to trafficroads,Distance to lake,Energylabel,Energylabel encoded
566449.27,6141860.45,1979,138,1979,1218,1050000,1550000,2,78772,3004910,420,19096,2021,12609.92128,32017435.79,3924.847121,396.2229475,1489.343889,24.14648869,719.83675,200.6444046,93.69171682,C,5
571232.08,6119507.96,1966,132,1966,984,850000,875000,3,92726,2686727,420,9997,2021,7220.324703,26554320.81,4632.408133,116.8247275,1712.51804,125.3347398,19767.37665,637.6756734,93.56212108,C,5
571647.76,6138384.31,1933,130,1971,1033,780000,895000,3,160464,2635250,420,15506,2020,15747.55577,25965139.97,1928.633605,360.2714511,7137.656253,286.4840458,2145.982943,110.3839609,295.8837637,E,3
559411.38,6135913.3,1941,161,1990,4985,1200000,1800000,4,75788,2688972,420,17768,2021,10817.27972,26183510.59,3974.656717,317.8136361,3737.860859,26.31596103,7820.950882,649.5475021,289.4318139,None,0
576175.39,6130881.2,1997,211,1997,956,1700000,2025000,3,1052921,7878810,420,14236,2020,15090.25237,33631778.46,351.6265661,148.7749942,2466.197333,168.0917252,7636.163656,303.5445353,253.6012817,None,0
558264.34,6125874.41,1976,207,1976,1157,1250000,1200000,3,90422,5441773,420,4364,2016,1837.825605,32985696.07,2038.470688,1221.187533,2388.980066,172.6656237,17209.25099,214.2309267,406.1837694,D,4
571909.76,6119944.17,1975,107,1975,912,720000,850000,2,93515,2686336,420,10446,2021,7530.549518,26865085.23,4861.993437,288.5784159,1574.202453,542.4725132,19171.26796,102.8561619,283.7968881,C,5
576870,6127582.78,2009,208,2009,1071,2000000,2695000,4,2624437,9656327,420,14386,2021,15631.07731,30281949.35,3334.701097,799.6138456,848.1292195,187.8675858,10669.95116,489.9220496,240.8953393,B,6
562159.29,6122161.26,1897,153,1979,2370,810000,700000,2,87867,2694762,420,720,2018,4684.341375,24429482.68,110.9143273,572.0531741,4654.756087,205.9629501,19366.28011,298.3906785,325.9631614,E,3
559605.9,6130875.74,1947,90,1947,800,600000,425000,2,83941,9852499,420,2982,2021,6222.001716,17932163.99,6946.62263,84.1300437,2590.757488,29.37451957,12162.7704,104.616534,732.9762223,None,0
573290.04,6129262.19,1915,427,1991,840,1400000,450000,6,74702,2633088,420,12622,2021,15688.64978,16657955.29,60.29307454,257.9076129,612.3466628,98.27830381,9842.751169,2302.902352,215.2006134,None,0
561568.31,6122472.24,1945,153,2001,2077,1200000,1425000,4,86016,2689565,420,688,2020,5109.941367,19078931.97,110.9425815,870.5814639,3999.753036,266.5547674,19216.91305,174.2034921,92.41535911,None,0
566026.87,6137219.47,1964,96,1970,748,590000,770000,2,77905,2696992,420,18745,2017,15121.86471,29248402.93,700.4244901,300.8291505,3493.596969,204.392905,3820.953108,276.8956708,369.5827426,G,1
579061.37,6130953.75,1973,164,1973,964,1150000,1895000,4,71301,2608152,420,11348,2020,13088.55512,33784351.94,2930.208086,835.8153052,589.5947033,279.683698,6857.318099,542.2334368,203.1754887,C,5
576366.4,6131155.86,1932,181,1976,1821,1100000,1075000,3,73369,2629134,420,12558,2022,14762.85248,29688666.24,323.3528082,347.8601863,2331.360784,159.7976913,7335.068553,17.26193416,420.7592739,C,5
569852.3,6126202.71,1913,163,1997,1457,800000,1275000,3,80265,2690685,420,7212,2020,11131.35707,27594080.81,100.3771204,284.7903158,984.1650107,467.7798273,14052.73294,348.157276,445.3592843,C,5
577413.78,6127902.3,1986,97,1986,911,870000,865000,2,75460,2633680,420,13725,2020,16085.45071,26707421.24,3411.731403,745.4873537,514.7907184,642.3207959,10259.61841,140.230199,191.0274268,D,4
574339.63,6134176.18,2008,202,2008,906,1950000,3295000,4,2688446,10130901,420,19859,2022,14621.11071,28361867,586.9602941,49.55740207,5135.189863,42.25167571,4905.432342,519.0832296,264.8906461,B,6
558634.49,6131079.24,1960,204,2009,1000,1100000,1800000,4,85730,9821371,420,3211,2016,5981.629889,22155089.87,6794.61421,120.478667,3532.218719,135.0889563,12452.88604,809.2904303,159.8374477,B,6
570041.13,6125793.25,1987,112,1987,1140,1050000,565728,2,80637,2690993,420,7918,2019,10938.25474,35467119.8,333.164322,350.6767972,801.7242961,432.5607945,14326.17957,335.5374768,748.3685512,C,5
563977.56,6135502.99,1768,214,1977,1054,960000,1225000,4,76004,2689429,420,18856,2021,12506.31002,17585835.3,2477.709636,209.878319,897.8285208,163.6689955,6078.113794,2308.795427,124.7975208,C,5
574095.26,6120454.22,1910,173,1986,4906,820000,1660000,4,92098,2686156,420,9522,2021,8074.727617,21929258.33,6519.877645,129.6910544,3082.494416,234.8801834,18245.50763,231.6624059,37.38979674,None,0
558080.05,6125798.93,1973,113,1973,894,1000000,1330000,3,90071,5441681,420,4168,2018,1642.546679,33139696.07,1849.721917,1126.707529,2279.002679,356.9330292,17359.4253,397.7455075,232.0172274,D,4
561860.46,6122232.04,1971,150,1971,1019,920000,1200000,3,87921,2694839,420,3656,2018,4808.222019,24600370.71,164.8786793,613.5218218,4348.467821,198.1336059,19372.23084,311.8491919,447.2584427,D,4
573428.18,6115992.78,1962,94,1984,830,630000,175000,3,94304,3056094,420,9149,2022,3563.811644,17001677.72,8716.109083,671.0393458,601.2846356,21.85958891,21702.95362,17.64852271,70.56290314,F,2
561011.27,6121585.4,1900,219,1996,7177,1150000,1400000,3,87627,2694944,420,2922,2021,4460.71764,22653868.1,1158.083271,759.4672562,3835.805647,291.2893963,20221.29215,1210.382541,40.45611653,C,5
562563.46,6122471.67,1899,83,1899,733,460000,391000,2,85830,2689677,420,2806,2021,4949.796234,20865292.33,319.6902352,68.73843539,4471.725715,333.1318647,18969.7764,110.4692586,75.21958842,None,0
559894.97,6125014.22,1967,113,1967,1447,760000,625000,2,86252,2689912,420,1827,2020,3465.977353,20066673.75,1662.157844,495.9838631,2625.491834,136.1511033,17333.21852,93.4459189,157.6799369,D,4
574467.33,6134016.98,1986,93,1986,711,930000,1275000,2,72899,2628288,420,13903,2021,14587.89961,41561200.47,591.8243633,126.2483239,4984.017376,105.3878973,4991.893104,413.9661248,271.4488479,C,5
572138.88,6126100.61,1880,353,1972,21035,1250000,3000000,5,82083,2692128,420,6428,2019,12621.21689,32637236.62,1470.500078,27.23795051,951.6193142,178.53268,13207.31446,382.9773121,50.49545116,E,3
571853.55,6123948.31,1830,309,2009,5807,1950000,1017000,3,81475,2691821,420,5929,2016,11037.86684,27792567.69,2909.449775,16.75516875,2160.096256,231.4345774,15336.71554,91.75610381,46.08653816,D,4
558355.38,6125851.11,1979,148,1979,1020,1300000,1200000,2,90347,5441757,420,4394,2020,1922.770724,31292371.08,2094.683822,1145.411904,2389.036253,81.84783927,17189.6622,123.0522173,462.6726351,C,5
558515.26,6126498.36,1947,126,1986,1606,820000,995000,2,84780,2685872,420,1925,2022,2279.030494,33809994.6,2650.5529,895.2025217,3055.526243,63.72619948,16538.96233,38.15855022,351.5733619,F,2
559527.55,6131384.27,1963,108,1963,699,490000,400000,2,83960,2683380,420,3002,2020,6629.310248,14970363.76,7381.28227,48.28102248,2631.914451,117.6744093,11755.6539,73.76379647,871.2977067,F,2
566796.09,6138041.55,1940,80,1940,1820,750000,375000,3,77370,2696547,420,17633,2019,16165.51439,27243045.41,110.618225,82.25649458,4594.8077,254.6558126,2904.507918,214.7723711,61.15302527,G,1
557364.04,6132462.05,1875,101,1990,1139,720000,1600000,2,86654,2693177,420,1083,2018,7014.725614,17167455.39,7924.47152,106.5218245,4854.892426,12.83524115,11833.6217,2185.651771,340.7102455,F,2
572116.35,6127405.16,1973,123,1976,1607,570000,525000,2,82066,2692362,420,6449,2020,13525.43963,31565820.84,546.8811725,427.9367943,1879.726219,269.1822834,11995.46676,1437.327504,143.9103558,F,2
565082.02,6110982.2,1860,218,1860,1460,1500000,2500000,4,85466,2688291,420,3404,2021,5536.230065,19072229.22,10390.83871,56.83120622,2293.489747,27.13500875,29859.66709,5595.408555,125.8241455,G,1
567440.03,6132667.64,1945,111,1993,8270,540000,304519,2,83315,2696341,420,7719,2020,13106.22309,19408768.45,4958.285789,83.77874994,3262.342533,16.73353853,8277.8464,514.0290888,28.16207379,F,2
557772.34,6124954.29,1964,169,1976,884,1450000,1340000,4,89841,5441246,420,1123,2019,1419.676465,27488477.28,1139.039918,245.2517743,1406.258648,164.3528132,18252.24041,212.3270697,307.1499194,D,4
558413.64,6125986.53,1974,127,1974,1052,1100000,825150,3,90597,5441752,420,4358,2021,2008.189431,32580170.22,2224.940308,1043.228643,2535.184437,23.99183283,17042.44707,64.15199059,493.989507,None,0
567575.43,6128063.04,1827,222,2009,858,830000,1250000,4,82281,2694092,420,8038,2017,11402.05018,21160522.12,2766.309911,238.3217665,2059.266411,159.8375625,12884.23655,17.73409942,149.1750602,C,5
558371.17,6125507.2,1977,159,1983,781,1300000,1425000,2,90329,5441827,420,4444,2022,1907.210936,34159923.99,1916.778178,1060.019695,2064.671139,50.90808277,17491.57427,91.42366955,404.4750388,C,5
577255.36,6129040.67,1850,279,2007,2714,1450000,2400000,4,72599,2627776,420,11601,2017,15710.11102,27764931.99,2449.086119,13.3454323,1499.777473,12.34618758,9165.370293,254.0394808,186.602847,D,4
576714.04,6130375.99,1952,93,1952,1018,670000,375000,2,73624,2628526,420,12599,2019,15064.68471,33241181.25,1087.02001,130.1330518,1915.831577,42.60505369,7984.199821,19.49215747,144.1279366,G,1
571433.9,6120342.18,1885,135,1984,843,790000,725000,2,92946,2687060,420,10170,2016,7996.694494,21098506.54,4242.76368,157.8342425,1017.318859,95.13032105,18909.70797,101.8777818,236.1476847,D,4
567407.33,6136124.03,1994,217,1994,4477,1200000,2465000,4,77255,2693499,420,18271,2017,15248.42816,43750715.13,1805.25601,235.6081395,3649.161138,246.0460745,4821.506428,732.2685576,133.0789728,C,5
579468.91,6130947.37,1975,268,1985,962,1350000,1925000,6,71504,2608446,420,11728,2022,12846.42846,30500196.48,3327.581572,474.5433023,931.5722233,112.646855,6638.530236,477.2720069,140.6693033,C,5
576291.09,6130845.92,2007,175,2007,1139,2050000,2250000,4,2558744,8542673,420,14305,2019,15030.88591,42438949.99,454.8238331,175.8742016,2346.988672,65.82296636,7652.853752,230.3341898,196.297826,A2010,7
574902.06,6125886.26,1920,113,1980,761,590000,770000,2,74557,2632941,420,11688,2020,13566.30101,22401395.76,3611.807548,762.051615,1795.016987,190.0787134,12761.19315,1425.309845,336.528519,F,2
559459.35,6131736.95,1929,246,1980,1531,1250000,1065000,3,87020,7406451,420,3576,2022,6914.166497,15855373.95,7459.801224,213.7811966,2730.569751,443.5789546,11478.8027,28.90548802,533.2564881,E,3
566448.56,6122470.08,1827,104,1950,2045,900000,800000,2,79938,2684993,420,6383,2022,6097.339809,21424584.47,566.417908,385.206374,1128.248842,139.2492,18478.59497,608.4349878,275.4714404,F,2
558285.44,6125658.36,1975,143,1975,952,1050000,1235000,3,90399,5441792,420,4383,2021,1827.89871,30055104.24,1924.255482,1114.515861,2184.658485,150.2979583,17393.46712,187.7031455,319.9975378,C,5
566879.41,6141739.86,1964,129,1976,1000,860000,875000,3,78619,8123407,420,18539,2021,12934.4804,24645200.21,3799.441528,781.4498157,1648.241678,293.8790887,701.5518868,17.39218583,406.4785501,E,3
570540.16,6126060.46,1961,104,1986,678,830000,925000,3,81087,2691406,420,6332,2020,11468.90623,29792343.21,455.4221552,204.4259171,1365.757172,45.87627744,13864.20571,179.7895626,324.9875618,D,4
576865.84,6130246.51,1979,219,1979,2500,1350000,1795000,4,74010,2628492,420,13737,2022,15054.57604,31821181.25,1285.0888,223.8169738,1783.104246,50.199248,8070.770507,97.62191964,195.9795022,B,6
558894.34,6122583.42,1975,231,2006,810,1300000,1550000,4,90631,2690057,420,1894,2022,3800.551028,19288532.15,879.986005,1124.797504,1523.321016,654.6684267,19961.64457,1177.744966,97.79785069,B,6
566927.58,6136794.78,1999,182,2005,709,1750000,1590000,4,77034,2693706,420,19347,2021,15392.83848,34039270.91,1131.68731,527.4301252,3702.008091,165.8752474,4146.590931,676.1549097,63.79972727,D,4
557884.85,6124822.94,1964,121,1969,984,1100000,650000,2,90256,5441285,420,1157,2018,1576.247826,27753842.82,1130.458527,258.554082,1284.898265,61.24404713,18319.91755,323.345079,372.9023856,D,4
575083.52,6140426.44,1900,120,1900,1005,720000,275000,2,161365,2636106,420,15929,2017,12075.93579,24830099.51,5106.376167,72.99002192,6814.822118,70.30314133,927.4875333,1057.960192,221.1022128,E,3
574402.15,6134095.29,2012,154,2012,970,1200000,2695000,4,2688436,10130896,420,19869,2022,14605.94983,30689198.84,589.1056997,39.43025488,5060.24954,30.54267997,4949.553289,467.924745,282.9769165,A2020,9
567858.99,6122861.54,1892,212,2002,5815,970000,840000,3,79291,8263228,420,6741,2022,7298.916964,23691144.31,124.0145815,435.4564816,797.0501965,242.7769802,17926.60372,790.7845315,300.2822033,E,3
558420.68,6133507.91,1970,115,1970,2758,710000,450000,2,86980,2693410,420,454,2019,8238.346917,17999854.44,6452.035714,456.8766339,4276.395228,108.1262087,10404.47528,1033.295817,105.5287567,F,2
576577.91,6130791.73,1800,190,2022,914,750000,1350000,3,73737,2629226,420,11273,2018,14863.48677,28796285.89,701.6542232,174.5315297,2055.807373,139.3482275,7622.439015,39.61614588,131.4233134,B,6
569156.66,6136638.07,1860,200,1976,4231,860000,2300000,4,76625,2692833,420,18117,2016,16883.21588,22015866.21,665.456058,44.83424249,5422.628786,94.14032851,4417.556626,329.3485635,89.14573798,C,5
560131.82,6123971.54,1913,142,1998,3568,780000,1060000,2,86210,7406395,420,1722,2018,3975.631697,22484590.99,744.2458093,22.54888314,2452.211946,21.91343195,18222.71219,604.4764768,113.4076404,E,3
569922.43,6137847.41,1925,149,1925,954,760000,910000,2,159899,2634379,420,14854,2022,17543.19573,23309883.28,760.4821669,239.2220094,6468.621009,165.9091152,3149.087671,9.812722552,371.662256,D,4
562320.77,6128739.9,1966,110,1966,1000,600000,625000,2,88302,2695691,420,2124,2018,6690.649882,18845773.44,5957.009982,65.90135992,2583.193564,339.3178796,12998.37463,179.7069087,235.7048546,F,2
567234.79,6141593.17,1942,80,1942,795,480000,360000,3,78913,3004752,420,17603,2016,13247.63515,19992739.41,3643.545308,425.592764,1895.433111,244.6020026,612.1892459,96.12610692,194.9279354,F,2
579429.86,6131053.94,1973,140,1989,838,1250000,1470000,2,71526,2608432,420,12266,2022,12784.52968,32549626.94,3266.631566,551.6349631,946.9070189,20.40143031,6569.670701,389.6867298,197.1004236,D,4
577026.87,6127986.74,1827,105,1974,1005,740000,525000,2,75151,2633723,420,11424,2022,16061.82544,19376648.53,3100.180429,590.6294301,904.2662309,380.1897248,10243.42345,167.8598359,184.1106673,D,4
576601.16,6130986.13,1977,104,1977,762,800000,900000,2,73715,2628628,420,13471,2019,14710.58248,32304961.94,610.7532883,155.3437969,2063.743686,154.4413264,7429.501482,103.8662842,262.9264019,C,5
558266.92,6125990.8,1974,167,1991,1023,1450000,2150000,3,90405,5441771,420,4264,2022,1867.181111,30618406.03,2117.005779,1181.625365,2502.974462,170.5308713,17103.99067,210.8345857,495.50445,D,4
571363.24,6138501.21,1950,105,1950,717,680000,1105000,2,160533,2635307,420,15769,2021,16006.82619,33134100.62,1948.40936,324.1387951,6852.854891,200.5263287,2146.344325,347.3523754,391.0586503,C,5
576385.75,6131060.85,1912,192,1984,2028,1300000,1600000,2,73385,2628379,420,12572,2021,14813.99376,26061954.09,387.843414,328.3775732,2290.094694,64.32948139,7423.456621,27.02176626,347.7787817,C,5
563721.82,6141328.01,1842,84,1970,899,430000,820000,2,78501,3004646,420,18900,2017,11987.00386,29115300.46,2820.893977,26.93675575,537.5477613,587.3071014,1020.963157,857.2395499,324.036044,E,3
570349.49,6141310.39,1979,164,1979,1502,970000,1125000,3,159366,2633974,420,16846,2019,15363.93447,36653978.82,3995.694191,284.6586616,4338.97836,180.0482704,322.7793192,1843.483263,85.10197412,None,0
557448.81,6125382.89,1956,70,1956,270,900000,900000,3,89291,5440776,420,1458,2019,992.4294327,32481850.24,1107.477868,565.873837,1853.141087,544.0233474,18018.84638,157.4265021,459.163639,E,3
576385.31,6131591.73,1943,213,1981,743,1100000,1995000,3,73848,2629159,420,11065,2022,14453.99046,20569394.55,181.2854652,328.9985122,2461.320682,269.8141408,6901.387833,91.6855583,297.3247467,C,5
557927.1,6125471.59,1969,110,1969,743,960000,875000,2,90176,5441411,420,1260,2017,1463.528509,31960763.82,1524.063866,765.399936,1933.967182,485.5513251,17720.56139,323.3506657,107.0147968,D,4
566349.3,6135768.6,1967,128,1967,962,880000,950000,2,77134,2693803,420,17623,2021,14249.73924,17323915.51,2145.95589,55.71144841,2581.878844,186.5879953,5205.071477,54.57481791,80.93071234,E,3
579184.13,6131266.14,1964,140,1964,1000,870000,1115000,2,71671,2608373,420,11191,2022,12767.27474,30115323.65,2986.748129,775.0967904,901.8097735,97.05662595,6530.507012,247.3269654,242.851133,C,5
575428.58,6134090.71,1966,127,1979,1445,950000,1675000,3,72984,2627982,420,13301,2021,13723.08186,22094250.62,107.983225,152.7993226,4048.910855,25.7753767,4593.896975,547.4167434,183.9234694,D,4
557924.09,6125417.91,1973,116,1973,743,870000,1095000,2,90188,5441415,420,1252,2022,1462.743442,33143878.6,1490.297134,715.8742964,1880.281162,482.9242833,17769.84337,269.9092952,160.5255567,C,5
557085.39,6125585.94,1924,127,1994,979,1450000,1000000,3,89701,5442131,420,190,2022,626.6390044,39566266.41,1090.34978,684.3349286,2132.254783,181.1532876,18012.34967,361.8595449,333.5144111,F,2
561197.13,6133441.35,1965,98,1972,2016,660000,595000,2,83669,2683141,420,3177,2022,9240.326246,19318304.37,5234.028264,91.79538823,2207.949635,26.45419138,9148.03628,1724.360459,39.36881253,None,0
558343,6125466.53,1977,123,1977,785,970000,1225000,2,90358,5441837,420,4454,2021,1879.440132,34735699.21,1872.383134,1011.651797,2017.213199,74.05317213,17540.46522,115.4933536,386.3911262,C,5
558038.36,6125710.89,1974,166,1976,750,1100000,1320000,2,90085,5441686,420,4178,2020,1587.765252,30190131.98,1760.34728,1029.295725,2185.604776,397.4148931,17456.80396,436.9955575,135.0542532,C,5
576618.08,6130741.5,1988,117,1988,507,1050000,1350000,2,73701,2628690,420,14051,2017,14870.4772,30138908.33,764.6344685,111.4057006,2010.786842,202.9607068,7659.376843,68.64374963,129.2386262,C,5
557946.66,6124962.88,1962,158,1968,843,1450000,1150000,5,90180,5441224,420,1142,2018,1578.806383,27202453.91,1279.942875,389.5675301,1432.381469,206.7445429,18167.06518,175.095325,466.7920159,E,3
563061.4,6128714.1,1969,134,1976,800,970000,795000,2,88164,2695626,420,825,2018,7336.385201,22625263.85,6164.331317,303.4041332,2012.773748,248.726548,12803.68924,91.0873614,185.334967,F,2
576714.26,6130972.31,1978,136,1993,803,1150000,1260000,3,73613,2628613,420,13456,2019,14639.54814,29755800.57,716.6664596,64.51104855,1950.242429,142.6362899,7410.883437,209.5790326,190.4746261,C,5
565830.72,6136510.54,1978,150,1995,837,1600000,650000,4,77568,2696757,420,19181,2017,14451.6878,35366076.84,1423.798748,467.1966709,2794.11245,46.30392474,4555.728094,398.7166497,208.6678912,D,4
557783.74,6125455.41,1972,126,1993,910,1050000,825000,3,89824,5441381,420,3817,2019,1320.723006,30329011.55,1401.047199,700.2573473,1907.453994,625.982596,17800.06243,283.6876796,190.725017,E,3
571265.4,6124794.21,1877,173,1984,1601,840000,780000,3,81762,2692457,420,7724,2018,11098.9846,25553192.84,1884.499698,61.36433166,1962.0414,208.3401435,14736.57625,52.79176551,49.0285682,E,3
575669.53,6138877.14,1974,246,1974,1058,1000000,1700000,4,161167,2635950,420,16073,2016,11706.05787,32587140.25,3928.701137,221.2521694,5365.014232,33.689784,221.7196212,305.283798,44.97150109,D,4
575120.93,6128169.41,1827,156,1975,10335,840000,542500,4,74887,2633198,420,12282,2022,15856.91444,23532491.21,1901.74992,215.2841055,504.5766171,10.24363217,10469.50884,616.6859171,144.97984,D,4
561028.1,6121662.86,1950,72,1998,700,670000,360000,2,87625,2694939,420,2918,2019,4524.341062,23693868.1,1083.118473,742.5420771,3811.348075,229.8710119,20142.18545,1133.134494,51.06488766,E,3
557662.29,6124483.68,1937,109,1937,648,910000,1450000,2,89933,5442491,420,974,2022,1574.713512,22924012.63,771.4272199,99.42882077,936.0871123,37.03287729,18722.63672,394.2156567,60.75513967,F,2
570033.59,6136844.16,1951,100,1951,944,710000,875000,2,160340,2634820,420,16018,2017,17657.91462,24896017.31,50.72950358,69.59910572,6300.076344,70.37107633,4112.742864,448.6104975,131.1962534,E,3
566439.74,6135440.13,1877,167,1995,1634,1000000,760000,2,77107,7015541,420,18032,2017,14078.95007,27405364.88,2473.875815,42.09034331,2465.888252,26.35844782,5524.17299,152.8011325,49.58766076,C,5
561635.72,6132326.49,1908,159,1979,1240,750000,725000,3,83556,2683106,420,4123,2018,8560.11671,25116409.92,6092.910928,799.3543194,1019.233558,78.64753842,9931.352609,2081.816318,68.92738933,E,3
567152.8,6136905.64,1986,180,1986,680,1400000,1530000,4,77287,2693670,420,19257,2019,15627.50219,44420309.22,1032.426483,279.1939512,3939.601894,13.43840567,4037.373951,881.4423015,141.0270715,D,4
575344.28,6128080.73,1898,109,1982,2104,620000,820000,2,75314,2633543,420,12285,2018,15802.67653,23254991.21,2105.123079,402.0514047,526.3181557,9.833329188,10528.52844,449.49092,88.39102047,D,4
576415.4,6129240.8,1911,195,1997,4777,1100000,626924,4,73370,2629113,420,12164,2021,16101.32118,29626123.3,1746.58974,211.3647698,2104.858872,273.3519828,9157.949452,603.5959486,356.2434418,None,0
571661.14,6118692.28,2003,204,2003,1285,2000000,2125000,4,2525498,8228326,420,10940,2019,6333.141012,79322709.36,5518.144609,179.4791916,2385.404497,140.4734317,20446.07823,1107.804888,362.1939944,C,5
566656.14,6141915.59,1978,116,1978,890,850000,800000,2,78691,3004872,420,19056,2020,12668.16133,24858564.34,3986.627981,609.6101892,1439.148266,214.3485457,837.07042,218.234501,298.8491268,D,4
572333.13,6121725.4,1927,171,1998,3079,1200000,970000,2,92183,2686114,420,8429,2021,9266.396695,23135651.92,4427.309577,419.0611232,1266.285676,29.23507482,17340.59236,595.0924166,37.00455377,E,3
580047.03,6129321.45,1954,191,1954,6495,910000,1800000,4,71742,2608502,420,11124,2018,13880.95965,28940808.27,4435.438483,40.9916497,1890.175294,24.22932521,7777.495862,137.5008628,26.04074271,F,2
567152.99,6136709.77,2006,155,2006,792,1700000,2125000,4,2511767,8135855,420,19470,2017,15485.32487,43745637.61,1228.088165,362.1027338,3805.178597,16.19305279,4233.151108,899.2298026,146.6225221,C,5
579546.41,6131501.21,1967,103,1989,928,940000,700000,2,71455,2608271,420,12449,2020,12358.56115,19600975.16,3131.972759,343.3783429,1106.327805,297.3138378,6132.087585,70.80888077,321.9633776,None,0
563407.59,6122808.96,1827,112,2009,1426,920000,625000,2,86109,8530322,420,2949,2021,5304.48861,22112194.5,811.6867643,587.8590967,3575.291193,68.80530212,18465.20713,570.2286117,275.5351181,F,2
556601.83,6125467.35,1888,189,1950,458,1350000,510000,4,88731,5440993,420,3348,2022,143.0003444,32746598.24,907.5704959,442.9028413,2218.43311,495.9344252,18349.38388,247.6150692,502.4343887,F,2
571821.47,6120115.07,1951,130,1951,713,840000,1040000,2,93107,2686290,420,9570,2022,7711.529009,23367800.07,4689.714875,282.4379672,1381.997617,359.3941325,19027.5153,47.00571341,264.8591439,D,4
570667.95,6126566.55,1977,198,1977,967,1000000,1600000,4,81311,2690599,420,7877,2017,11933.17992,24363931.29,154.7141907,507.6014135,1778.870641,417.1169285,13353.47542,505.8975415,180.446287,C,5
567245.63,6141036.24,1968,354,1968,6095,1450000,1790000,4,78951,3005051,420,17666,2017,13725.76554,20259876.24,3086.641405,283.4063715,2423.489669,93.48022684,57.19689435,92.1149106,38.75876417,F,2
572454.07,6138608.75,1961,79,1961,788,620000,475000,3,163103,2637558,420,14941,2019,14914.00475,29554040.08,2379.044333,326.2084049,7595.362527,235.5964253,1547.551984,29.97493156,272.8341483,F,2
559717.81,6123520.74,1937,189,1983,6212,1300000,995000,2,86223,9560020,420,1014,2016,3811.306588,22305951.81,187.0963011,129.4517933,2001.751616,155.5572644,18789.49358,22.26130391,248.5114245,E,3
562407.63,6121795.97,1976,126,1990,836,940000,850000,3,87813,2694703,420,1427,2022,4289.70201,33240897.4,368.1572922,311.1734091,4523.065929,304.3718532,19663.21141,582.141839,222.1704957,C,5
569723.35,6136885.81,1920,135,1920,678,630000,300000,2,160035,2634798,420,14779,2022,17473.61449,20643083.96,165.1112272,65.59885517,6039.929324,239.0687242,4130.095837,145.5306105,160.9911965,E,3
562532.72,6122402.02,1900,95,1950,690,470000,100000,2,85858,2689670,420,2797,2020,4882.326955,22180114.44,243.6843906,130.9831338,4518.024052,372.2488207,19044.58262,35.08276654,146.2283177,F,2
571392.39,6119066.72,1976,125,1976,939,850000,1155000,2,93016,2686535,420,10355,2021,6754.517813,32593378.47,5060.857676,170.6736304,1985.622289,163.5650085,20150.51663,1082.774402,312.2743936,D,4
578972.02,6131894.64,2002,156,2002,1436,1750000,1895000,4,71324,2608174,420,13973,2020,12419.88485,35300519.03,2500.633766,482.5777737,882.3549241,77.51629313,6123.213492,402.5189548,142.5649333,C,5
558256.55,6125662.16,1976,157,2007,840,1000000,1300000,2,90421,5441791,420,4382,2020,1799.439032,28964248.86,1902.737925,1100.025552,2180.991642,179.3148026,17402.84187,216.7556142,292.7603841,C,5
560163.87,6134934.58,1880,253,1993,818,1000000,140000,2,75778,2689021,420,18555,2021,10129.18885,23616558.14,4292.583271,192.5636274,2960.631473,16.9162555,8337.175794,982.7874937,107.3668007,None,0
569988.16,6137523.07,1974,114,1974,718,650000,595000,4,160359,2635041,420,15279,2016,17544.9133,20576017.02,514.0338038,273.300311,6580.146493,368.2996698,3456.684939,94.60635338,521.1569468,None,0
565799.24,6136943.15,1972,188,1978,970,1200000,1750000,3,77580,2697578,420,18242,2021,14763.86252,33370301.51,999.3828225,163.6729454,3153.724601,175.9946161,4143.085789,461.5694455,246.9119246,C,5
558534.68,6129030.52,1920,185,1974,1817,710000,1695000,2,84022,2685353,420,2244,2022,4088.396613,18132323.07,4826.770355,410.4573947,4285.507946,19.81046188,14295.82509,1312.18601,143.7790805,D,4
557015.12,6126106.57,1981,137,1981,713,1500000,1200000,4,84590,2685665,420,4567,2019,815.6536846,43365320.68,1572.798515,1152.497257,2651.790783,253.325628,17590.19146,887.1942825,320.1287111,None,0
570376.84,6136480.13,1920,130,1977,3255,840000,169200,2,160251,2634863,420,15485,2019,17422.09177,22719249.39,277.4848353,55.12247159,6471.988569,30.4166269,4378.890863,828.929219,36.4663571,G,1
572244.85,6138366.4,1967,112,1967,700,750000,975000,2,161568,2636236,420,16416,2018,15164.29569,25638664.46,2086.840783,357.0363434,7589.84064,221.3806721,1859.823688,306.9325533,150.4303161,E,3
569871.03,6136833.42,1954,99,1997,800,820000,350000,2,159955,2634837,420,16228,2022,17552.08256,24412662.96,135.2734903,53.07334736,6148.856348,153.180695,4156.053001,285.6999428,142.044354,F,2
570165.23,6125832.67,1978,112,1997,928,1200000,1399000,4,80542,2690978,420,7903,2018,11049.56931,34818326.62,384.2254351,466.2535559,927.089827,476.9294204,14234.70989,210.401794,698.7968469,C,5
562508.77,6123099.49,1900,108,2000,387,730000,562000,2,85848,2689818,420,2842,2021,5579.82713,23591102.18,890.2904522,255.6573461,4425.182024,231.1371725,18371.67801,699.3765517,409.9417503,C,5
