X,Y,Year of construction,Living area,Year of reconstruction,Land area,Evaluation,Sales price,No. of toilets and baths,Jordstykke_id,BFEnummer,Kommunekode,Ejendomsnummer,Salgsdato,Distance to coast,Sales price of the neighborhood,Distance to railroad,Distance to stream,Distance to windturbines,Distance to forest,Distance to motorway,Distance to trafficroads,Distance to lake,Energylabel,Energylabel encoded
585448.55,6136796.98,1962,95,1962,718,1350000,1350000,2,503215,2623582,461,147917,2019,4768.467381,45989017.13,1577.526929,784.6785273,4599.166309,388.3301916,841.7163613,540.0244891,465.3610908,None,0
582534.42,6144578.44,2008,153,2008,987,2200000,2550000,4,2686345,10116210,461,702185,2019,5205.889711,46945207.01,4147.853264,507.3151985,7971.418943,77.28532655,6837.405889,102.0271805,214.9853449,B,6
585059.17,6139604.51,1939,136,2016,450,1600000,2885000,3,437147,5462794,461,134432,2020,2651.094289,43810263.98,395.1861094,824.8363077,6398.218083,214.486179,3649.827109,197.615185,454.229912,C,5
588637.52,6142628.44,1961,87,1961,689,1050000,1675000,2,445519,5472196,461,441726,2017,605.7191247,37905057.99,2111.229062,353.6592872,8136.076505,182.2292468,7425.43019,348.1603172,221.5871181,G,1
588169.81,6137800.89,1935,155,2018,509,3100000,2910000,4,442112,5467929,461,293921,2016,3610.731517,70179054.77,1274.457363,695.3649604,5046.687222,519.5079741,2960.281053,298.926153,765.9204899,F,2
584756.9,6142161.49,1970,150,1979,750,1550000,3126212,4,524432,2617854,461,23673,2021,2462.051227,42785209.81,1028.593813,490.1985237,8029.823084,105.3928249,5488.003311,151.9545399,467.4198098,C,5
592916.68,6137336.21,1984,137,1984,671,1950000,3125000,4,421772,2651732,461,592538,2021,6990.318829,51955946.81,1465.464385,350.29766,3768.80444,59.98980847,1239.167922,582.3399517,246.0794742,C,5
584897.25,6143311.49,1973,180,1973,594,1500000,2005000,4,514105,2639769,461,286186,2019,2587.191345,42098710.53,2174.882886,30.89981392,8109.270743,15.84608274,6540.837504,298.4098096,77.14820348,D,4
586919.72,6146533.03,2005,139,2005,888,1950000,2290000,4,2624508,9657180,461,691684,2018,3419.556801,24713806.86,5779.230296,449.8950875,4588.108029,482.6364926,10342.93929,520.0245582,457.7696017,A2010,7
584898.4,6141239.78,1967,147,1977,658,1400000,1895000,2,499039,2620349,461,317049,2021,2232.411709,42607557.04,113.488766,842.7300176,7401.507191,187.6028235,4821.37241,28.63017795,647.0051132,D,4
579818.42,6137643.31,1968,141,1968,11204,960000,1150000,3,501638,2622633,461,59023,2020,8157.341721,32389623.87,1980.617167,483.5069201,1952.452027,21.37157224,390.3190297,1281.671107,175.9045588,E,3
584249.31,6139743.91,1954,142,1984,532,1350000,1850000,3,436102,5463395,461,170641,2022,3255.413233,38292958.04,784.8389234,534.2213932,5873.105873,55.50727916,3252.38179,409.1989779,217.0884025,E,3
585790.18,6141074.64,1954,170,1954,967,2000000,3125000,5,499073,2620151,461,21883,2017,1353.151388,51867146.13,940.3583765,134.8306022,7907.359711,43.88624074,5132.969138,878.8842688,326.8313028,E,3
586179.89,6133837.16,1965,123,1969,900,1450000,1625000,4,504833,2626022,461,93043,2017,7482.380936,43377545.11,2482.497525,403.679461,1800.589867,194.7460629,1336.945847,183.1297909,454.8139862,E,3
585554.82,6133067.55,2019,210,2019,702,2250000,3645000,4,100046027,100042852,461,704203,2022,8341.54539,35546090.62,3467.502528,477.2740924,1192.515318,446.9042962,2291.371988,107.545867,218.6067908,A2015,8
585727.94,6133607.59,1929,170,1929,1684,1900000,2300000,2,505635,2626857,461,389589,2022,7778.821148,38513931.86,2925.814361,328.7247557,1627.710219,326.5850941,1729.451301,237.225524,343.6535413,E,3
585860.18,6142179.91,1929,129,1929,529,1350000,2950000,4,514896,2639974,461,2595,2018,1367.737822,44183674.96,1451.838217,448.8860961,8743.496335,405.4511492,6155.967257,98.42102568,500.2862609,D,4
591963.62,6135792.39,1979,126,1979,771,1500000,1625000,3,422136,2652269,461,549071,2017,7296.529221,48674736.9,1498.336077,347.1103159,3279.438134,382.3523601,732.0205052,710.9852804,376.7878662,E,3
589454.6,6138876.98,1950,96,1955,626,1650000,2895000,2,439776,5466609,461,89313,2020,3327.734873,58291878.71,625.7332309,501.294624,6351.139488,26.95500814,4074.876605,631.9642983,213.6561293,None,0
595319.68,6133811.75,2014,187,2014,1424,1750000,1725000,4,421522,2651557,461,446965,2016,11068.81418,28382908.91,4300.135827,662.9696667,504.6465997,83.47190426,2134.289533,24.92178971,269.2710228,A2010,7
589540.2,6141230.34,1953,129,1953,458,1250000,1650000,3,447141,5474135,461,210392,2016,2216.77122,45000645.51,790.8909767,887.1306477,7609.126583,323.3371225,5991.963888,650.2373636,512.4364629,E,3
586737.92,6137648.08,1943,127,1978,669,2000000,3275000,2,490370,2610226,461,129897,2020,3632.103569,67708393.55,45.32401568,30.17270952,4961.476913,159.4905994,2171.26714,137.6534667,282.1073643,E,3
585876.03,6141743.68,1955,109,1960,533,1050000,1700000,2,515380,2640075,461,417515,2016,1345.10339,42208126.39,1191.894103,91.17683313,8436.265993,94.96224513,5806.85087,479.1640468,266.1834955,None,0
592024.49,6138740.88,1980,211,1980,960,2650000,2800000,8,439514,5465769,461,561500,2017,5503.563476,55259106.58,410.8743868,76.98110547,5132.804903,52.68548384,2698.001619,492.9889246,93.1061162,D,4
592489.18,6138576.19,1988,143,1988,924,2000000,2550000,4,439418,5465818,461,621058,2019,5989.731394,56855781.66,370.8093319,162.6889385,4723.724367,84.77452978,2461.370605,607.1612924,204.2154864,C,5
587075.87,6134455.08,1969,120,1969,719,1400000,1875000,2,491174,2614186,461,329691,2021,6804.021168,48233626.74,1553.470367,653.7325845,1784.272135,269.6021026,463.9570072,106.6265904,570.3511645,C,5
587188.73,6146615.06,1867,181,1978,1190,1400000,1298000,3,428399,2664335,461,300677,2016,3433.688187,22641693.5,5956.290046,592.9683716,4503.830476,315.7888321,10552.16077,380.7655457,251.7161703,D,4
587532.99,6135281.92,1953,129,1953,726,1200000,1545000,4,491691,2613966,461,379753,2017,5990.481112,39039286.5,678.3383334,179.1595307,2508.828878,264.7721621,366.1592213,19.6425928,535.6714788,None,0
591102.03,6143173.98,1970,147,1975,675,1450000,1975000,4,424887,2659448,461,176569,2017,1629.462736,34629133.53,3183.179073,188.7475332,5917.361038,265.7593505,7224.904987,464.4087656,802.9790481,C,5
580802.71,6141974.29,1970,132,1970,794,1350000,1900000,3,506948,2630651,461,1149,2021,6368.331696,38457518.6,4132.985827,215.9313997,6327.944127,139.2234758,3963.82916,347.7873786,70.72752364,D,4
589082.79,6141105.75,1927,102,1927,822,1600000,2900000,2,446290,5473864,461,169880,2021,1958.056955,47230022.95,586.0832058,1018.830208,8039.796419,193.1347183,6141.645801,1124.237445,101.8447338,D,4
589349.41,6140872.88,1920,114,1920,915,1750000,2495000,3,446906,5473790,461,432476,2016,2252.007314,50249765.7,397.1566041,899.894791,7743.154369,165.2774725,5797.433232,899.0880923,364.7553466,E,3
579887.25,6142954.75,1974,120,1974,807,1150000,1795000,2,507737,2631354,461,465307,2022,7390.30466,39783051.44,5285.155143,593.6482305,7256.949705,320.1200189,4905.42268,495.1500174,111.3818051,D,4
589033.51,6141213.44,1936,120,1936,694,1450000,2100000,2,446327,5473676,461,208916,2021,1903.322496,42995535.06,690.1228761,929.582614,8105.499777,304.6144404,6257.876634,1145.48366,35.1769191,D,4
586206.53,6140026.08,1922,131,1922,585,1550000,3021000,3,433612,5458452,461,325475,2017,1540.760033,47837064.54,201.2491774,541.2361414,7397.486062,115.2918411,4151.819928,1144.106133,508.744398,D,4
586913.63,6147221.27,1908,199,1908,1018,1500000,1000000,3,428096,7040004,461,149316,2021,4030.635989,28132177.82,6424.590839,412.2008914,3900.719799,66.30848664,10936.70765,761.1595253,586.7773337,D,4
589319.28,6139596.66,1928,129,1981,664,1800000,3325000,4,437686,5466057,461,112005,2020,2748.222413,56818756.38,72.14689235,181.9398795,7012.358693,200.6720884,4790.447294,753.2926445,92.70462017,D,4
583730.29,6132595.4,1965,166,1984,713,1550000,2625000,3,522002,2607807,461,233457,2022,9306.92634,42566513.61,4325.594488,355.5928088,2487.688293,254.7835348,3384.374704,625.1297998,324.6431259,D,4
584390.73,6138612.47,1971,310,1976,1531,2150000,3075000,5,500423,2621498,461,103308,2018,3809.341923,36688969.84,413.1799955,115.1518617,5276.706023,76.8307022,2459.174273,730.5550726,132.2961122,E,3
594281.6,6143924.78,1970,129,1970,832,1200000,2150000,3,518178,2640666,461,72925,2022,2562.714831,35106169.97,5234.95054,274.9267866,3247.517995,388.103711,7563.554629,254.8885049,354.5621267,E,3
584779.42,6141438.46,1967,128,1967,738,1200000,2200000,3,524920,2618203,461,175066,2022,2358.15769,42074858.26,309.4998475,777.9583624,7474.635121,289.1561639,4907.620225,75.60620864,455.6578801,D,4
588359.5,6142516.14,1958,88,1958,589,1200000,2100000,2,445165,5472144,461,349315,2020,706.5027097,38754388.14,2028.777645,653.3091625,8426.848359,227.1171715,7205.157146,453.2250793,475.7701076,E,3
589394.15,6141577.27,1959,93,1959,560,1200000,2345000,4,446820,5474252,461,209254,2019,1840.823752,44654420.28,1095.842155,519.3864042,7820.717292,164.8330725,6364.33047,682.3652871,442.3078635,D,4
585818.9,6137632.92,1976,151,1976,763,1850000,2900000,4,504133,2623203,461,466060,2020,3855.967307,60588669.97,870.8109651,26.77279152,5201.186585,104.2099899,1732.426553,713.1476215,127.9488531,C,5
582885.53,6144722.33,2000,180,2008,950,2250000,2300000,4,2202647,8054823,461,658717,2020,4929.589038,30152977.08,4088.147711,327.6017443,7655.361364,187.9407462,7067.427452,204.4628503,243.9302868,B,6
589022.03,6136092.55,1962,138,1977,704,1400000,2550000,2,494094,2612727,461,162460,2022,5501.634426,42335721.76,686.7364761,332.6629521,3574.766089,426.8601557,1283.222527,526.3157638,250.2341,D,4
588392.44,6142493.69,1958,88,1958,592,1200000,1025000,2,445092,5472142,461,349277,2020,735.6959354,39861225.16,2002.98971,632.9592904,8413.396328,254.8058098,7198.480352,477.73387,443.3826178,None,0
588927.58,6139027.83,1929,148,1929,379,2450000,4000000,3,443985,5467164,461,400728,2017,2864.656005,59715165.58,531.9878298,429.445248,6372.704783,356.4501549,4217.436564,849.1169848,548.4849856,F,2
587740.58,6135066.17,1972,165,1984,734,1800000,2195000,3,492284,2614130,461,253857,2017,6222.666162,46331466.45,722.7042084,16.50291872,2289.229315,67.17590342,192.2899203,274.183312,635.1318758,E,3
587010.23,6146389.31,1966,141,1966,714,1500000,1740000,2,428054,2664361,461,238025,2017,3256.575662,32787680.55,5679.085053,534.9710565,4729.281911,373.3573557,10266.39549,418.4307621,354.5902155,D,4
585734.87,6135183.72,1967,123,1967,742,1400000,1707000,3,500274,2621342,461,1297,2016,6233.457641,54218188.92,1897.431571,551.2797135,3096.50266,353.9354236,373.7260492,756.6419804,540.7462697,E,3
580779.84,6135627.64,1960,80,1960,828,830000,925000,2,489041,2609146,461,313299,2016,8487.913037,26823432.31,233.5260829,261.8850658,718.3595782,258.5803869,2118.10277,3177.981446,199.963728,D,4
589563.94,6144662.66,1962,115,1962,924,1100000,1100000,2,429475,2665429,461,383807,2017,385.1926796,36728054.51,4173.628255,380.3697075,6278.654591,410.640023,9088.796141,1744.51878,377.1055997,E,3
588286.9,6140744.15,1925,152,1925,459,2000000,3335000,4,447885,5475321,461,194400,2017,1265.573404,64738470.78,294.2524827,872.6754252,7989.290957,750.6257206,5602.329937,1607.142628,413.0968995,E,3
586271.47,6143825.22,1972,128,1977,714,1400000,1950000,3,516219,2640286,461,409342,2021,1519.571013,35696165.87,3040.789653,305.8563024,7338.761854,188.2531965,7716.516592,804.0738292,279.2397196,D,4
589108.06,6141195.49,1937,120,1985,550,1650000,2375000,4,446256,5473899,461,169996,2021,1978.345829,43317323.5,677.742089,925.6333946,8029.015635,284.119801,6200.137078,1078.67385,103.7326742,F,2
591812.7,6140827.21,1976,184,1983,825,1200000,1950000,4,435625,5461998,461,478220,2021,3791.923825,34436676.52,1374.364791,433.5490206,5301.158094,87.06419758,4783.338545,1383.340948,517.4233656,C,5
584961.24,6142999.38,1972,112,1972,673,1050000,1799000,2,514076,2639886,461,34497,2022,2447.919028,40363187.92,1865.578247,334.7702794,8393.669263,20.21583324,6305.41482,70.33975544,372.6813879,D,4
592502.41,6142298.37,2011,168,2011,1104,2000000,2800000,4,2656171,9938628,461,698321,2021,2788.315285,27079411.32,2999.117653,36.2681355,5125.673414,408.850808,6179.109884,353.4054833,47.16142418,A2010,7
590076.6,6134161.44,1969,169,2009,703,1750000,2550000,4,504747,2625888,461,234127,2019,7684.517201,39614339.44,293.4330326,62.11733327,2763.953183,64.67971287,332.6807477,126.2270824,260.8412502,C,5
593186.29,6135725.98,1963,131,1963,806,1350000,1150000,2,2638353,9799049,461,695728,2018,8202.60869,43215626.38,2716.746484,819.4393687,2449.914295,62.10619454,359.9859678,151.1445052,144.3076886,D,4
586073.1,6133933.52,1965,136,1974,711,1400000,2295000,3,504895,2626084,461,101658,2016,7401.316123,47924103.3,2459.805612,285.8618241,1898.513268,213.5527808,1289.277943,322.1162385,445.6037372,E,3
584329.5,6143599.7,1983,104,1983,824,1250000,1465000,3,495623,2616579,461,559034,2020,3203.132979,42724717.56,2516.99053,301.0094724,8009.933747,175.8638176,6528.375961,234.4424585,396.2415573,None,0
590844.47,6133049.62,1977,110,1977,714,1200000,1799000,2,423787,2654495,461,469221,2017,9010.206132,44835333.83,104.9137001,679.251204,2698.67071,209.2796455,1179.050667,323.2007972,544.5950078,C,5
580486.97,6141848.4,1966,191,1979,802,1300000,1720000,3,506708,2629870,461,201970,2017,6669.863624,37982648.67,4420.524572,259.5197659,6169.771964,213.2633925,3812.738031,417.0446796,332.6389432,D,4
585857.56,6136748.02,1962,138,1962,703,1450000,2000000,3,504095,2623696,461,4865,2017,4687.09076,50445510.14,1245.22659,754.6852529,4370.331843,678.1314635,925.7168339,217.0387926,380.9347709,G,1
586655.6,6142073.71,1954,124,1954,693,1150000,1600000,4,517438,2640469,461,288529,2016,565.7932939,35382129.24,1728.541035,110.6552737,9054.723983,155.3504553,6247.977663,22.61313054,264.2224517,None,0
582994.29,6133081.03,1970,145,1970,743,1750000,1900000,3,487699,2607073,461,72178,2020,9164.46215,39457102.27,3543.62779,422.2583155,3328.223061,77.77708724,3180.431598,106.4718125,284.7845898,D,4
587398.71,6135728.43,1890,126,1890,310,1150000,1920000,2,491858,2611917,461,79512,2021,5536.938728,43270660.13,240.1723548,65.61548582,2964.549208,26.13806804,755.9160897,238.086419,448.1393428,D,4
589488.98,6141278.6,1950,113,1950,525,1400000,1400000,2,447203,5474139,461,221599,2022,2151.33857,45891381.31,824.3782151,829.181228,7668.184821,376.4985186,6059.904062,689.2155953,459.8485543,E,3
585369.28,6136948.73,1960,123,1976,505,1300000,2495000,4,503348,2623530,461,146023,2020,4656.189335,44024517.78,1512.223781,697.6920589,4770.3166,251.6354651,990.1818779,703.0598669,563.6488041,D,4
592415.63,6142249.5,2007,150,2007,866,2100000,2575000,4,2656185,9938634,461,698327,2020,2821.376431,29590263.29,2917.529012,104.1243382,5183.007505,335.5268433,6133.263308,452.7429505,116.6433262,None,0
586684.59,6134691.44,1968,164,1968,883,1950000,3000000,3,491377,2614351,461,395686,2022,6582.576171,55544738.13,1490.417522,211.3596147,2159.039321,178.1944009,355.3767103,349.7897822,186.8909334,None,0
580543.12,6142531.92,1976,130,1976,814,1350000,1440000,4,506640,2630181,461,504825,2022,6692.023482,43939553.6,4527.124325,158.9990138,6855.593628,458.4655069,4498.493098,246.9111956,126.2618842,C,5
585894.89,6135078.55,1986,139,1986,734,2100000,3100000,4,500226,2621404,461,618960,2022,6302.680336,72828022.02,1804.688212,366.9168914,2914.635727,259.5552205,372.3978381,947.754067,363.082301,C,5
587055.28,6134230.75,1982,134,1982,740,1550000,2500000,3,505078,2626176,461,545459,2020,7028.534982,54608395.61,1776.045723,699.9237819,1583.293248,294.4469951,685.3501833,187.8792172,562.2708718,C,5
588234.38,6139098.22,1941,96,1977,257,1300000,1164010,4,442448,7039688,461,134998,2020,2426.209999,56065086.34,369.6866172,368.4718091,6344.497591,549.9400962,4227.620584,960.2878644,575.2907697,None,0
586214.61,6139997.09,1921,126,1921,557,1800000,2650000,4,433608,5458438,461,67891,2021,1559.29146,51277327.91,180.6020322,570.223337,7367.46668,85.23919319,4125.061356,1136.044715,537.9225395,E,3
585212.6,6136528.24,1974,141,1974,1081,1600000,2600000,3,503090,2623995,461,273254,2020,5104.7211,51071604.69,1789.742812,909.4841729,4491.638712,64.09484925,592.1378584,517.4423738,252.7997692,D,4
584661.56,6144051.79,2001,229,2001,1255,3000000,4150000,4,2520744,8194597,461,660916,2016,3032.699501,30585239.77,2920.756474,201.0549211,7472.663933,122.9002408,7080.863364,790.0067581,72.09943481,C,5
587244.36,6134526.19,1961,100,1961,704,1200000,1700000,2,491544,2614039,461,33687,2020,6733.648819,39876351.21,1449.090577,622.515344,1802.972665,256.5878729,361.7420259,88.32532508,536.5893194,None,0
592017.03,6142863.76,2005,117,2005,874,1600000,1950000,2,2622698,9626997,461,688950,2017,2169.856401,27226962.34,3299.143676,723.7355469,5503.699254,135.1925451,6773.866005,192.0055731,284.0073985,None,0
586229.85,6143559.65,1968,98,1968,831,1150000,1695000,2,516018,2638431,461,393411,2020,1408.946153,31790529.92,2787.935155,326.3406847,7607.330401,287.012294,7476.153453,736.7731961,86.99024194,C,5
583732.14,6142132.55,1972,145,1972,1024,1650000,2490000,3,523105,2617433,461,249469,2016,3483.058916,55339940.62,1496.842203,87.40471669,7442.33127,42.48090657,4948.775782,438.6816941,115.524242,D,4
590082.91,6139293.18,1934,151,1934,796,1550000,2200000,4,438615,5465520,461,445535,2020,3546.736985,49926588.48,16.44317976,134.1587049,6943.128306,381.5164521,4093.79184,29.26214143,158.0055281,D,4
580809.08,6142229.12,1963,134,1963,881,1200000,1550000,2,506931,2630476,461,245803,2016,6395.672317,36245499.41,4185.888207,211.201308,6581.541117,389.2852039,4217.984558,98.29548233,224.8011025,E,3
597316.77,6133566.7,1964,120,1964,644,960000,1840000,2,419992,2650580,461,408745,2019,12653.24494,32180009.7,3631.367554,501.7350026,1871.469212,221.9532496,2470.106114,821.7528067,122.8531925,None,0
587874.84,6135055.4,1968,120,1968,735,1350000,1675000,2,492614,2613842,461,253997,2020,6247.948768,45445758.57,635.1001477,36.65837182,2285.740695,102.8339397,204.066731,390.1913708,552.5532033,D,4
586295.85,6143387.97,1996,155,1996,954,2000000,2287500,4,427516,2663676,461,363431,2017,1270.159524,35401490.11,2675.210293,157.0098914,7770.880191,103.8617894,7376.969251,571.5340068,211.2061955,C,5
585021.68,6138996.33,1925,107,1995,671,1200000,1875000,2,437216,5463520,461,177638,2017,3093.093016,40450659.64,375.9158951,375.4337998,6014.770165,112.4837164,3054.020703,336.5217308,171.0289487,D,4
588330.47,6141549.22,1907,106,1907,293,1500000,2500000,4,444749,5472884,461,156851,2017,1191.549302,42209063.5,1078.051667,1141.372687,8795.370325,601.4661091,6324.193659,1259.144787,663.4669494,C,5
589256.42,6141558.26,1958,124,1972,624,1400000,2200000,2,446576,5474209,461,24122,2022,1802.437176,45266856.38,1055.138034,540.4724438,7951.198148,30.70459179,6420.229362,815.562039,332.081077,D,4
585300.87,6142970.58,1963,160,1963,837,1450000,2535000,3,514297,2639284,461,217508,2018,2114.187269,43966590.93,1888.078731,431.3742729,8342.035873,306.8978809,6462.940427,231.385812,364.7608619,None,0
588121.65,6138165.75,1931,192,1931,536,1800000,3100000,3,442205,5471496,461,173608,2021,3247.980241,66800551.45,1274.895517,700.7926918,5405.854872,630.1646932,3296.852989,27.26583264,688.2382646,F,2
588423.79,6142038.87,1931,125,1931,653,1750000,2995000,4,445044,5472609,461,244696,2017,1145.447453,58687605.63,1547.337334,911.3100781,8664.837977,584.05198,6802.24932,885.1925034,585.1947236,D,4
591138.37,6134127.83,1969,227,1969,1036,2250000,2545000,3,424324,2653953,461,136621,2021,8180.039882,46161135.66,1020.951298,253.7884552,2721.834183,178.0392429,299.6117836,609.6496474,188.0799343,D,4
582336.22,6141935.99,1973,119,1973,763,1300000,2225000,2,499562,2620704,461,431674,2019,4842.08675,45881448.07,2637.685295,135.1899589,6663.564232,94.49256566,4240.482988,156.7084635,440.6112854,C,5
582356.8,6141866.89,1935,114,1935,583,1250000,1250000,2,499555,2620692,461,431747,2020,4812.492473,47527645.18,2597.827981,81.44171535,6606.268131,54.40290617,4180.963726,218.0950644,468.3231442,E,3
580259.01,6141509.63,1963,243,1974,1082,1650000,2025000,4,506520,2630593,461,625622,2019,6876.293429,42359630.48,4602.529096,91.8035072,5817.231323,42.14700464,3463.666032,730.4156997,344.8903234,D,4
586852.26,6134600.36,1970,126,1970,811,1500000,3075000,3,491308,2614395,461,394736,2022,6664.340487,51513501.68,1491.514099,396.2177835,2003.521806,178.4255781,390.1522402,159.0045342,351.4871305,E,3
584019.34,6136679.47,1976,146,1976,1274,1750000,2200000,3,501745,2625271,461,519121,2019,5536.401691,47027846.65,1058.657108,809.7919955,4109.52426,157.462379,546.1484223,1495.476245,201.1324042,C,5
584199.75,6139590.83,1952,101,1952,512,1050000,2698000,2,436155,5463372,461,170498,2021,3372.393002,42542577.63,924.8688656,399.5297068,5732.251449,142.708691,3103.982927,261.0024356,79.14616857,E,3
590800.86,6143236.3,1987,189,2018,1287,1650000,2100000,4,425028,2659799,461,630561,2016,1392.868902,44606097.5,3111.561416,63.26466309,6085.826113,133.6929632,7356.501602,653.7658559,624.048588,None,0
591078.93,6133200.49,1970,119,1970,756,1400000,2050000,2,424427,2654597,461,206093,2020,8973.624275,44265452.28,382.261326,562.880004,2482.560761,58.84764396,987.1738998,101.9373228,435.6506863,D,4
585802.22,6133225.24,2015,153,2015,763,2200000,3315000,4,100046046,100042845,461,704222,2018,8142.74588,29177718.23,3201.570869,649.2698953,1239.583563,610.58168,2047.007399,122.83938,133.5729314,A2010,7
580333.43,6142656.54,1960,118,1960,906,1200000,1700000,3,506429,2629491,461,310826,2019,6912.302645,37037265.36,4765.314508,279.9667746,6966.383562,264.213283,4612.546962,403.5585918,250.7010126,D,4
587071.73,6134406.96,1970,150,1970,761,1600000,2550000,3,491180,2614199,461,330096,2021,6852.174012,47894072.46,1601.081386,662.1585736,1740.562615,261.4249577,511.0806927,124.3613506,613.745466,C,5
588483.95,6136179.58,1958,114,1958,696,1250000,2100000,4,493273,2612574,461,105645,2018,5256.471522,38090329.62,589.6952896,806.6554271,3494.726851,484.9890444,1365.325999,279.9886016,238.7640279,D,4
588654.68,6141978.69,1907,165,1907,966,2050000,3125000,4,445501,5474496,461,260268,2019,1255.209814,46143393.32,1462.140532,688.7967044,8524.356937,536.4334099,6855.944393,991.2664793,348.5160312,E,3
589662.01,6139146.71,1953,108,1953,618,1400000,1600000,2,438028,5464673,461,91040,2016,3296.762131,48446332.97,335.3296666,577.5765551,6669.151087,62.14504968,4267.036355,471.4100538,145.4137524,None,0
586955.78,6136759.59,1930,104,1930,540,1400000,2337500,3,491041,2609484,461,74898,2019,4502.690086,52114754.88,305.1883524,416.7130856,4047.990881,321.4003723,1597.906989,14.83166858,402.8392991,D,4
580205.92,6142748.19,1973,155,2010,775,1650000,2000000,3,507993,2631241,461,464211,2020,7048.75425,37656996.57,4915.608951,400.6925661,7052.898294,191.0101703,4700.365864,508.0746456,381.6376005,C,5
590688.37,6132268.49,1967,169,1978,750,1750000,2150000,3,423493,2654765,461,281702,2019,9668.708017,34551808.07,331.8531497,580.5805705,2215.746103,353.7897942,1098.977876,554.2102223,199.2187042,D,4
588836.17,6136488.78,1986,129,1986,359,1650000,3400000,4,493806,2612270,461,617018,2021,5065.804931,46976424.88,1057.464206,699.6359277,3885.879026,175.97346,1677.667485,580.9469609,232.442654,None,0
593038.12,6137322.96,1984,102,1984,465,1450000,2010000,2,421738,2651766,461,607721,2021,7098.501452,48925438.73,1455.776892,302.9637036,3685.438352,37.31184137,1256.128244,470.2391837,280.4208667,C,5
585751.77,6142067.43,1961,136,1973,700,1500000,1600000,2,514640,2637781,461,241743,2017,1462.940301,45133630.19,1295.61945,330.1987578,8587.354173,255.8031143,6000.34043,243.4262327,501.200171,D,4
582967.86,6132907.42,2011,176,2011,750,2550000,3400000,4,100000191,100000193,461,703059,2020,9331.472058,35269398.65,3682.519041,520.4554161,3303.385891,96.85222066,3353.787852,113.5191033,417.9735534,None,0
579644.9,6142526.19,1981,100,1981,707,1150000,1850000,2,507439,2630815,461,569005,2019,7586.993444,37012255.34,5387.28036,450.7384144,6836.434826,264.9989574,4458.512803,88.47347604,514.8049238,None,0
585871.06,6133530.57,1952,120,1968,688,1200000,2395000,2,505867,2626901,461,201474,2022,7830.296544,34891515.58,2906.855597,409.0284081,1520.461251,486.514464,1739.35864,94.54828404,388.9588185,D,4
585979.29,6141898.53,1960,131,1960,815,1600000,2595000,4,515210,2639074,461,352987,2018,1233.890107,47222892.44,1361.98235,167.2353004,8619.319147,180.5290431,5970.717061,294.2735693,218.5916526,F,2
588740.14,6136441.55,1985,93,1985,316,1350000,2560000,2,493456,2612313,461,616836,2022,5079.061811,48872462.37,956.0784174,780.2183239,3813.091684,238.7949968,1629.716474,507.0908305,172.5353714,C,5
588129.79,6141899.68,1929,103,1976,596,1600000,2425000,3,444564,5472305,461,440975,2022,919.0904953,55746487.53,1395.283262,1107.775308,8981.649915,289.6171956,6549.089165,856.7609614,713.4601916,F,2
589804.54,6138898.49,1951,150,1951,507,1750000,3120000,4,437909,5465641,461,222749,2018,3566.609156,58849243.23,451.9224525,557.6878709,6477.769262,303.6986259,3991.22591,450.9985643,348.710742,C,5
585254.54,6144306.03,2006,153,2006,1006,2200000,2595000,4,2620878,9596949,461,688810,2021,2628.788518,37943013.68,3194.624707,80.31974913,7055.535742,30.11376132,7582.649454,1320.391454,133.855125,C,5
586859.8,6134817.6,1970,170,1970,755,1800000,2825000,3,491300,2614302,461,395473,2021,6446.975345,50170545.04,1293.411128,366.1153841,2200.16873,151.2023813,179.935502,278.2629681,228.6986876,C,5
586741.82,6137554.94,1950,169,1950,570,2400000,3750000,3,490383,2609733,461,60447,2019,3724.301614,85536037.05,81.13619694,119.3905243,4869.322175,135.0279412,2102.142964,127.4152397,292.2887822,E,3
586962.91,6146154.86,1967,97,2008,894,1250000,1600000,2,428080,2664428,461,12574,2021,3045.103853,31678868.62,5444.448444,506.0731657,4964.710995,289.8682272,10041.91076,288.5664871,478.2118469,None,0
591793.11,6135686.32,1990,121,1990,695,1500000,2275000,4,421829,2652585,461,644732,2018,7265.756135,49133397.74,1323.675249,168.3779751,3283.69614,252.6755548,857.4875445,874.2652006,184.6286189,C,5
592708.38,6137012.86,1983,106,1983,700,1500000,2350000,2,423165,2653280,461,592775,2021,7009.911937,50178059.86,1821.849478,356.9294902,3656.981445,176.3388548,892.0589022,602.7912094,107.1887354,C,5
583485.98,6130713.19,1906,138,1906,847,930000,1695000,4,494703,2615374,461,117511,2019,11157.7677,29837901.44,5723.699201,1130.929549,2978.672497,257.4571654,5226.31152,17.20399386,285.7100252,D,4
587341.78,6137646.71,1946,152,1969,528,2750000,3950000,4,440846,5470051,461,3354,2019,3618.330307,74024503.37,489.8359382,314.8691554,4881.08156,312.6543939,2553.697496,463.6745167,223.5582573,D,4
589309.05,6139263.2,1902,163,1995,17,1750000,2150000,4,437676,1355199,461,333095,2016,2954.287847,49260164.78,257.2796414,510.3214681,6686.050854,227.5882017,4456.841978,777.4865237,250.4458249,D,4
589208.54,6137491.81,1970,194,1970,1078,2550000,4325000,3,444296,5469348,461,371949,2022,4302.105389,65930680.6,1293.527223,678.7005384,4954.555581,78.09909731,2684.088492,83.91864473,343.7131144,E,3
